# started on Sat Feb 28 16:36:24 2015

    90.042296493,20598058,,cache-misses
    90.042296493,61662053,,LLC-loads
    90.042296493,0,,major-faults
    90.042296493,35,,minor-faults
    90.042296493,189051912,,L1-dcache-load-misses
    95.043327820,8295605753,,iTLB-loads
    95.043327820,19963.830619,,cpu-clock
    95.043327820,33579895,,branch-misses
    95.043327820,68,,cpu-migrations
    95.043327820,19963.837317,,task-clock
    95.043327820,1954974506,,stalled-cycles-backend
    95.043327820,1442,,context-switches
    95.043327820,22,,page-faults
    95.043327820,9086594523,,instructions
    95.043327820,14905442,,cache-misses
    95.043327820,39671280,,LLC-loads
    95.043327820,0,,major-faults
    95.043327820,22,,minor-faults
    95.043327820,109160960,,L1-dcache-load-misses
   100.044478072,13622709041,,iTLB-loads
   100.044478072,19964.795097,,cpu-clock
   100.044478072,56877314,,branch-misses
   100.044478072,42,,cpu-migrations
   100.044478072,19964.752859,,task-clock
   100.044478072,2571677800,,stalled-cycles-backend
   100.044478072,1282,,context-switches
   100.044478072,83,,page-faults
   100.044478072,9662571273,,instructions
   100.044478072,13309739,,cache-misses
   100.044478072,46534341,,LLC-loads
   100.044478072,0,,major-faults
   100.044478072,82,,minor-faults
   100.044478072,144107084,,L1-dcache-load-misses
   105.045721647,11426413926,,iTLB-loads
   105.045721647,19965.262444,,cpu-clock
   105.045721647,46050944,,branch-misses
   105.045721647,57,,cpu-migrations
   105.045721647,19965.304546,,task-clock
   105.045721647,2407841609,,stalled-cycles-backend
   105.045721647,1303,,context-switches
   105.045721647,25,,page-faults
   105.045721647,11203513839,,instructions
   105.045721647,15041821,,cache-misses
   105.045721647,52582206,,LLC-loads
   105.045721647,0,,major-faults
   105.045721647,23,,minor-faults
   105.045721647,160059639,,L1-dcache-load-misses
   110.047424842,10860541494,,iTLB-loads
   110.047424842,19966.284242,,cpu-clock
   110.047424842,38972424,,branch-misses
   110.047424842,42,,cpu-migrations
   110.047424842,19966.661656,,task-clock
   110.047424842,2779020806,,stalled-cycles-backend
   110.047424842,1262,,context-switches
   110.047424842,18,,page-faults
   110.047424842,8422957434,,instructions
   110.047424842,13767641,,cache-misses
   110.047424842,37298269,,LLC-loads
   110.047424842,0,,major-faults
   110.047424842,18,,minor-faults
   110.047424842,129083875,,L1-dcache-load-misses
   115.048211896,8184021012,,iTLB-loads
   115.048211896,19966.575615,,cpu-clock
   115.048211896,29870591,,branch-misses
   115.048211896,33,,cpu-migrations
   115.048211896,19966.029108,,task-clock
   115.048211896,3525997120,,stalled-cycles-backend
   115.048211896,1243,,context-switches
   115.048211896,12,,page-faults
   115.048211896,8094662360,,instructions
   115.048211896,13253870,,cache-misses
   115.048211896,36116235,,LLC-loads
   115.048211896,0,,major-faults
   115.048211896,11,,minor-faults
   115.048211896,118412292,,L1-dcache-load-misses
